id,date,patient_count,source,notes,created_at
1349,2015-03-14,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1350,2015-03-15,278,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1351,2015-03-16,322,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1352,2015-03-17,309,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1353,2015-03-18,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1354,2015-03-19,320,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1355,2015-03-20,309,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1356,2015-03-21,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1357,2015-03-22,281,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1358,2015-03-23,316,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1359,2015-03-24,283,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.929Z),2025-12-29 22:51:52.941979+00:00
1360,2015-03-25,294,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1361,2015-03-26,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1362,2015-03-27,290,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1363,2015-03-28,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1364,2015-03-29,261,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1365,2015-03-30,334,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1366,2015-03-31,297,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1367,2015-04-01,271,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1368,2015-04-02,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1369,2015-04-03,303,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1370,2015-04-04,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1371,2015-04-05,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1372,2015-04-06,327,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1373,2015-04-07,302,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1374,2015-04-08,280,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1375,2015-04-09,289,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1376,2015-04-10,262,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1377,2015-04-11,272,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1378,2015-04-12,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1379,2015-04-13,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1380,2015-04-14,305,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1381,2015-04-15,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1382,2015-04-16,279,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1383,2015-04-17,291,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1384,2015-04-18,297,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1385,2015-04-19,293,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1386,2015-04-20,344,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1387,2015-04-21,315,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1388,2015-04-22,288,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1389,2015-04-23,312,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1390,2015-04-24,271,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1391,2015-04-25,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1392,2015-04-26,280,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1393,2015-04-27,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1394,2015-04-28,324,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1395,2015-04-29,300,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1396,2015-04-30,301,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1397,2015-05-01,284,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1398,2015-05-02,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1399,2015-05-03,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1400,2015-05-04,349,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1401,2015-05-05,295,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1402,2015-05-06,275,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1403,2015-05-07,273,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.930Z),2025-12-29 22:51:52.941979+00:00
1404,2015-05-08,279,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1405,2015-05-09,287,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1406,2015-05-10,282,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1407,2015-05-11,282,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1408,2015-05-12,330,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1409,2015-05-13,301,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1410,2015-05-14,315,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1411,2015-05-15,271,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1412,2015-05-16,261,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1413,2015-05-17,299,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1414,2015-05-18,296,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1415,2015-05-19,272,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1416,2015-05-20,263,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1417,2015-05-21,299,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1418,2015-05-22,294,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1419,2015-05-23,268,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1420,2015-05-24,285,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1421,2015-05-25,330,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1422,2015-05-26,311,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1423,2015-05-27,324,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1424,2015-05-28,318,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1425,2015-05-29,339,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1426,2015-05-30,309,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1427,2015-05-31,313,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1428,2015-06-01,359,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1429,2015-06-02,304,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1430,2015-06-03,324,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1431,2015-06-04,322,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1432,2015-06-05,336,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1433,2015-06-06,300,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1434,2015-06-07,319,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1435,2015-06-08,343,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1436,2015-06-09,315,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1437,2015-06-10,305,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
1438,2015-06-11,342,csv_upload,從網頁上傳的 CSV 數據 (2025-12-29T22:51:52.931Z),2025-12-29 22:51:52.941979+00:00
