Date,Pressure_hPa,Temp_Mean,DewPoint,Humidity_pct,Cloud_pct,Rainfall_mm,Temp_Max,Temp_Min,Sunshine_hrs,Wind_kmh,Visibility_km
2014-08-24,1009.7,29.1,24.4,76.0,40.0,0.0,33.2,26.9,9.2,8.6,0.0
2014-08-25,1010.1,29.9,25.2,77.0,40.0,0.0,34.1,27.3,11.2,11.0,0.0
2014-08-26,1010.6,30.1,25.4,76.0,40.0,0.0,34.2,27.9,10.3,18.2,0.0
2014-08-27,1010.1,29.4,25.0,78.0,77.0,0.7,31.7,28.2,2.7,37.3,0.0
2014-08-28,1012.1,29.5,25.8,81.0,79.0,0.3,32.1,28.1,5.7,22.4,0.0
2014-08-29,1012.5,30.1,25.1,75.0,53.0,0.0,34.1,27.5,10.9,14.5,0.0
2014-08-30,1011.1,30.1,25.0,75.0,60.0,0.0,34.0,27.8,11.0,16.9,0.0
2014-08-31,1009.7,29.1,25.8,83.0,84.0,1.6,31.2,28.2,3.7,20.3,0.0
2014-09-01,1010.5,29.5,25.6,80.0,57.0,2.2,32.7,27.1,9.2,11.6,0.0
2014-09-02,1010.8,29.4,24.4,75.0,36.0,0.0,32.2,27.4,9.1,7.6,0.0
2014-09-03,1009.3,29.8,24.6,75.0,33.0,0.0,32.8,27.6,10.9,20.7,0.0
2014-09-04,1006.9,29.2,24.8,77.0,51.0,6.7,31.6,27.4,5.8,10.4,3.0
2014-09-05,1007.2,29.7,25.7,80.0,65.0,0.05,32.7,27.9,7.1,21.2,0.0
2014-09-06,1007.7,29.9,25.0,75.0,52.0,0.05,33.6,27.7,10.7,18.0,0.0
2014-09-07,1007.5,29.8,25.6,79.0,79.0,0.6,32.9,28.3,4.6,33.4,0.0
2014-09-08,1007.0,29.1,25.9,83.0,86.0,3.0,31.0,27.5,1.8,18.3,0.0
2014-09-09,1007.9,29.7,25.0,76.0,52.0,0.0,32.5,28.0,9.7,10.4,0.0
2014-09-10,1008.1,30.0,24.9,75.0,59.0,0.05,33.9,28.1,8.3,8.3,0.0
2014-09-11,1008.0,30.3,25.3,75.0,73.0,0.05,34.1,28.1,8.7,14.7,0.0
2014-09-12,1006.3,28.0,25.8,88.0,86.0,32.1,31.6,26.1,2.0,32.8,0.0
2014-09-13,1006.0,29.0,26.1,85.0,65.0,6.2,32.1,26.9,8.9,18.9,0.0
2014-09-14,1006.1,29.8,25.8,80.0,46.0,0.5,33.4,27.6,9.8,14.6,0.0
2014-09-15,1001.8,29.2,25.1,79.0,75.0,17.6,33.2,26.4,5.8,41.2,0.0
2014-09-16,1003.6,27.3,25.2,89.0,87.0,51.6,28.8,26.2,0.1,58.6,0.0
2014-09-17,1011.2,28.1,25.9,88.0,85.0,7.7,30.5,26.6,1.3,32.7,0.0
2014-09-18,1012.0,29.1,25.1,79.0,32.0,0.05,32.5,26.9,10.7,9.3,0.0
2014-09-19,1006.8,29.9,25.3,77.0,35.0,0.3,32.2,27.4,6.0,12.9,7.0
2014-09-20,1004.0,29.2,22.1,66.0,63.0,0.0,33.0,26.7,9.1,26.2,0.0
2014-09-21,1005.3,27.2,20.2,66.0,71.0,0.0,29.9,25.7,2.6,22.4,0.0
2014-09-22,1007.1,27.2,20.8,68.0,64.0,0.05,29.6,25.2,7.0,14.0,0.0
2014-09-23,1008.6,27.5,22.1,72.0,47.0,0.0,30.1,25.6,5.0,9.1,0.0
